epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,4140.81,0.42451,0.38654,0.82848,0.98869,0.989,0.99285,0.95536,0.30056,0.2022,0.80106,0.00307,0.00307,0.00307
44,4240.45,0.4225,0.38389,0.82687,0.98818,0.99023,0.9928,0.95553,0.29975,0.20144,0.80089,0.002905,0.002905,0.002905
45,4306.97,0.42168,0.38,0.82674,0.98865,0.98988,0.99281,0.95609,0.29864,0.20094,0.80074,0.00274,0.00274,0.00274
46,4373.93,0.41737,0.37823,0.82719,0.9883,0.98967,0.99282,0.95662,0.2977,0.20006,0.80057,0.002575,0.002575,0.002575
47,4442.04,0.41529,0.3727,0.82497,0.98843,0.98942,0.99288,0.95715,0.2966,0.19969,0.80039,0.00241,0.00241,0.00241
48,4507.94,0.41426,0.37435,0.82554,0.9874,0.99,0.99285,0.95726,0.29547,0.19908,0.8002,0.002245,0.002245,0.002245
49,4588.66,0.41309,0.37158,0.82523,0.98883,0.98918,0.99291,0.95725,0.29454,0.19784,0.80006,0.00208,0.00208,0.00208
50,4676.19,0.40993,0.3667,0.82436,0.99001,0.98883,0.99295,0.95779,0.29328,0.19632,0.7999,0.001915,0.001915,0.001915
51,4744.69,0.35229,0.26767,0.80014,0.98944,0.98889,0.99299,0.95801,0.29314,0.19558,0.79983,0.00175,0.00175,0.00175
52,4856.18,0.34628,0.25764,0.79853,0.98907,0.98902,0.993,0.95835,0.29185,0.19415,0.79961,0.001585,0.001585,0.001585
53,4977.13,0.34173,0.25445,0.79608,0.9885,0.99017,0.99305,0.95903,0.29069,0.19254,0.79948,0.00142,0.00142,0.00142
54,5096.93,0.33954,0.25146,0.79724,0.98831,0.99101,0.99309,0.95943,0.28957,0.19063,0.7993,0.001255,0.001255,0.001255
55,5216.49,0.3368,0.24663,0.79786,0.98803,0.99136,0.99309,0.95984,0.2886,0.18906,0.79914,0.00109,0.00109,0.00109
56,5337.18,0.33377,0.24464,0.79588,0.98773,0.9918,0.9931,0.96049,0.28746,0.18794,0.79896,0.000925,0.000925,0.000925
57,5458.29,0.32972,0.23914,0.79467,0.98865,0.99105,0.99313,0.96085,0.28636,0.18679,0.79879,0.00076,0.00076,0.00076
58,5525.07,0.32905,0.23708,0.79444,0.98925,0.99052,0.99313,0.96133,0.28539,0.18597,0.79864,0.000595,0.000595,0.000595
59,5590.99,0.32573,0.23437,0.79376,0.98895,0.99095,0.99313,0.9617,0.28459,0.18516,0.79848,0.00043,0.00043,0.00043
60,5680.19,0.32257,0.2317,0.79418,0.98925,0.99057,0.99315,0.96187,0.28378,0.18464,0.79838,0.000265,0.000265,0.000265
