epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2784.23,0.52907,0.6398,0.85803,0.94582,0.97397,0.97104,0.91255,0.35947,0.34409,0.78916,0.00492625,0.00492625,0.00492625
43,2849.76,0.5261,0.63977,0.8577,0.94975,0.97062,0.97268,0.91498,0.35686,0.34145,0.78863,0.0048025,0.0048025,0.0048025
44,2914.32,0.52425,0.63535,0.85794,0.94706,0.97425,0.97194,0.91432,0.35717,0.34042,0.7884,0.00467875,0.00467875,0.00467875
45,2978.91,0.52558,0.63379,0.85796,0.94781,0.97468,0.97302,0.91547,0.35477,0.33812,0.788,0.004555,0.004555,0.004555
46,3043.34,0.5196,0.62889,0.85769,0.9478,0.97492,0.97345,0.91642,0.3537,0.33564,0.78782,0.00443125,0.00443125,0.00443125
47,3108.66,0.51841,0.62629,0.85547,0.95004,0.97365,0.97423,0.91749,0.35201,0.33364,0.7874,0.0043075,0.0043075,0.0043075
48,3174.05,0.51708,0.62067,0.85613,0.94889,0.97407,0.97371,0.91784,0.35066,0.33255,0.7871,0.00418375,0.00418375,0.00418375
49,3239.72,0.51429,0.61908,0.85468,0.94966,0.97376,0.9742,0.91815,0.35047,0.33145,0.78699,0.00406,0.00406,0.00406
50,3306.07,0.5122,0.61408,0.85466,0.9481,0.97615,0.97426,0.91865,0.34924,0.33046,0.78673,0.00393625,0.00393625,0.00393625
51,3371.62,0.51189,0.61163,0.85384,0.94849,0.97569,0.97379,0.91911,0.34754,0.32937,0.78642,0.0038125,0.0038125,0.0038125
52,3437.04,0.50723,0.60911,0.85362,0.94892,0.97596,0.97423,0.91951,0.34695,0.32835,0.78629,0.00368875,0.00368875,0.00368875
53,3501.84,0.50522,0.60437,0.85224,0.94885,0.97614,0.97421,0.91973,0.34611,0.3271,0.78613,0.003565,0.003565,0.003565
54,3567.11,0.50392,0.60261,0.85145,0.94841,0.97753,0.97417,0.91969,0.34469,0.32594,0.78582,0.00344125,0.00344125,0.00344125
