epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,37.2698,3.26216,1.81931,2.51698,0.76459,0.76974,0.83939,0.46225,1.58836,1.15801,1.52605,0.000665109,0.000665109,0.000665109
2,66.9588,1.52257,0.95145,1.33068,0.9244,0.90216,0.96279,0.65955,1.15758,0.79078,1.17354,0.00131529,0.00131529,0.00131529
3,95.9614,1.23389,0.77222,1.15096,0.94998,0.93646,0.98138,0.72201,0.96803,0.6381,1.04157,0.00194898,0.00194898,0.00194898
4,124.478,1.11703,0.70352,1.09596,0.93815,0.91052,0.96916,0.70411,0.97786,0.74851,1.04864,0.00192575,0.00192575,0.00192575
5,152.136,1.02772,0.64134,1.05463,0.95883,0.93876,0.98063,0.72648,0.99257,0.65434,1.05141,0.001901,0.001901,0.001901
6,180.345,0.97198,0.59958,1.02839,0.97037,0.96412,0.98971,0.7737,0.82434,0.6076,0.98138,0.00187625,0.00187625,0.00187625
7,209.298,0.92945,0.57104,1.01379,0.98219,0.96671,0.99035,0.81338,0.75368,0.49889,0.95821,0.0018515,0.0018515,0.0018515
8,237.998,0.89538,0.54564,1.00093,0.98552,0.97464,0.99345,0.83357,0.68062,0.45739,0.92843,0.00182675,0.00182675,0.00182675
9,266.358,0.87427,0.52965,0.99206,0.98365,0.97066,0.99128,0.80289,0.77594,0.47601,0.95205,0.001802,0.001802,0.001802
10,294.574,0.84707,0.51449,0.98176,0.99064,0.97638,0.99378,0.85761,0.62276,0.42602,0.90715,0.00177725,0.00177725,0.00177725
11,324.571,0.82597,0.49917,0.97384,0.98717,0.97882,0.99419,0.8423,0.67984,0.41912,0.92106,0.0017525,0.0017525,0.0017525
12,352.478,0.81681,0.48726,0.96914,0.99209,0.97983,0.99437,0.86344,0.59911,0.38791,0.89789,0.00172775,0.00172775,0.00172775
13,380.87,0.80056,0.47608,0.96492,0.98416,0.98463,0.99433,0.86719,0.59865,0.39136,0.89573,0.001703,0.001703,0.001703
14,409.8,0.78753,0.46651,0.95705,0.98943,0.98504,0.99461,0.87225,0.58459,0.3703,0.89352,0.00167825,0.00167825,0.00167825
15,438.31,0.77308,0.45928,0.9545,0.98872,0.9879,0.99466,0.86914,0.5801,0.38681,0.88919,0.0016535,0.0016535,0.0016535
16,466.559,0.76138,0.45164,0.94899,0.99101,0.98533,0.99465,0.88087,0.55655,0.35752,0.88205,0.00162875,0.00162875,0.00162875
17,496.678,0.74923,0.44465,0.94457,0.99059,0.98548,0.99469,0.88155,0.55818,0.35751,0.88081,0.001604,0.001604,0.001604
18,525.169,0.74903,0.44225,0.94636,0.99246,0.98589,0.99473,0.86762,0.56907,0.36531,0.88235,0.00157925,0.00157925,0.00157925
19,554.487,0.73629,0.43482,0.93931,0.99276,0.98725,0.99473,0.8888,0.54009,0.34463,0.87581,0.0015545,0.0015545,0.0015545
