epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,1268.29,0.66209,0.38761,0.90323,0.99608,0.99431,0.99495,0.91057,0.46763,0.28901,0.84255,0.000703961,0.000703961,0.000703961
43,1322.86,0.65811,0.38549,0.90295,0.99644,0.99475,0.99487,0.9158,0.46468,0.28439,0.84091,0.000686277,0.000686277,0.000686277
44,1351.93,0.65411,0.38395,0.90354,0.99602,0.99578,0.99498,0.91635,0.46433,0.28333,0.84211,0.000668593,0.000668593,0.000668593
45,1405.7,0.6535,0.38188,0.89877,0.99583,0.99318,0.99497,0.91995,0.45954,0.28518,0.84106,0.000650909,0.000650909,0.000650909
46,1433.92,0.65216,0.38067,0.90235,0.99701,0.99444,0.99493,0.9215,0.45537,0.2798,0.83958,0.000633226,0.000633226,0.000633226
47,1462.66,0.64729,0.37844,0.90008,0.99644,0.99416,0.99498,0.91857,0.45642,0.28089,0.83905,0.000615542,0.000615542,0.000615542
48,1491.87,0.64491,0.37501,0.89718,0.99721,0.99488,0.99499,0.92132,0.4547,0.27416,0.83854,0.000597858,0.000597858,0.000597858
49,1520.62,0.64059,0.37415,0.89857,0.99701,0.99508,0.99499,0.92006,0.45707,0.27767,0.8381,0.000580174,0.000580174,0.000580174
50,1562.79,0.64171,0.3741,0.89809,0.99723,0.9963,0.99497,0.91762,0.46007,0.27567,0.83948,0.00056249,0.00056249,0.00056249
51,1591.47,0.63677,0.37097,0.89792,0.99758,0.99523,0.99495,0.91808,0.45329,0.27258,0.83796,0.000544806,0.000544806,0.000544806
52,1620.8,0.63763,0.37145,0.89644,0.99764,0.99574,0.99499,0.92045,0.45642,0.27397,0.83795,0.000527122,0.000527122,0.000527122
53,1650.02,0.62721,0.36519,0.89364,0.9974,0.99559,0.99499,0.92103,0.45058,0.27107,0.83719,0.000509438,0.000509438,0.000509438
54,1680.58,0.63564,0.36898,0.89531,0.99815,0.9946,0.99495,0.92454,0.44745,0.26749,0.8356,0.000491755,0.000491755,0.000491755
55,1709.38,0.62815,0.36583,0.89435,0.99789,0.99503,0.99496,0.92068,0.44352,0.26585,0.83582,0.000474071,0.000474071,0.000474071
56,1738.26,0.62644,0.36388,0.89375,0.99759,0.9946,0.99499,0.92729,0.4421,0.26415,0.83468,0.000456387,0.000456387,0.000456387
57,1766.83,0.62562,0.36243,0.89229,0.998,0.99456,0.99499,0.92533,0.44179,0.26544,0.83519,0.000438703,0.000438703,0.000438703
58,1795.46,0.62436,0.3618,0.89206,0.99786,0.996,0.99499,0.92768,0.44241,0.26564,0.83415,0.000421019,0.000421019,0.000421019
59,1824,0.62384,0.36074,0.89061,0.99734,0.99687,0.99495,0.92653,0.43982,0.26276,0.83327,0.000403335,0.000403335,0.000403335
60,1853.72,0.621,0.3574,0.88966,0.9976,0.9946,0.99499,0.92438,0.44128,0.26397,0.83385,0.000385651,0.000385651,0.000385651
61,1882.62,0.61885,0.3594,0.892,0.99725,0.99545,0.99499,0.92547,0.44341,0.26336,0.8344,0.000367967,0.000367967,0.000367967
62,1911.64,0.61723,0.35751,0.88883,0.99728,0.99545,0.99499,0.92476,0.4403,0.26344,0.83329,0.000350284,0.000350284,0.000350284
63,1940.4,0.6141,0.35477,0.88918,0.99767,0.99488,0.99499,0.92777,0.43798,0.26208,0.83263,0.0003326,0.0003326,0.0003326
64,1969.26,0.61387,0.35499,0.88882,0.99669,0.99645,0.995,0.92778,0.43601,0.2607,0.83203,0.000314916,0.000314916,0.000314916
65,1999.17,0.6107,0.35278,0.88584,0.99673,0.99648,0.99497,0.92943,0.43576,0.25972,0.83193,0.000297232,0.000297232,0.000297232
66,2027.78,0.61123,0.35103,0.88839,0.99664,0.99687,0.99499,0.92813,0.43372,0.25918,0.83113,0.000279548,0.000279548,0.000279548
67,2056.64,0.60825,0.35025,0.88768,0.99837,0.99503,0.99499,0.92841,0.43441,0.25885,0.83158,0.000261864,0.000261864,0.000261864
68,2086.4,0.61207,0.35164,0.88877,0.99829,0.99563,0.99498,0.93005,0.43213,0.25772,0.83049,0.00024418,0.00024418,0.00024418
69,2115.59,0.60547,0.34863,0.88482,0.99765,0.99545,0.99496,0.9294,0.43053,0.25696,0.83037,0.000226497,0.000226497,0.000226497
70,2144.9,0.60393,0.34652,0.88688,0.99687,0.99704,0.99498,0.93039,0.43031,0.25535,0.82973,0.000208813,0.000208813,0.000208813
71,2174.95,0.53474,0.31912,0.86111,0.99871,0.99046,0.99497,0.91289,0.44266,0.36358,0.83131,0.000191129,0.000191129,0.000191129
72,2203.85,0.52499,0.30834,0.85629,0.99886,0.99255,0.99498,0.91192,0.44342,0.39141,0.83178,0.000173445,0.000173445,0.000173445
73,2232.81,0.51983,0.30534,0.85799,0.99914,0.99224,0.99499,0.91219,0.4434,0.40349,0.83134,0.000155761,0.000155761,0.000155761
74,2261.5,0.51669,0.30249,0.85364,0.999,0.99339,0.99499,0.91431,0.43773,0.39575,0.82977,0.000138077,0.000138077,0.000138077
75,2290.91,0.513,0.30058,0.85186,0.99886,0.99512,0.99499,0.91437,0.43816,0.36586,0.82975,0.000120393,0.000120393,0.000120393
76,2320.42,0.51201,0.29886,0.85198,0.99913,0.99446,0.99499,0.91339,0.43865,0.3473,0.83019,0.000102709,0.000102709,0.000102709
77,2350.05,0.51007,0.29729,0.85113,0.99887,0.99417,0.99499,0.91459,0.43944,0.35129,0.83004,8.50255e-05,8.50255e-05,8.50255e-05
78,2379.3,0.50974,0.29526,0.85071,0.99887,0.99417,0.99498,0.91369,0.43922,0.36132,0.8297,6.73416e-05,6.73416e-05,6.73416e-05
79,2408.02,0.50464,0.29336,0.84896,0.99857,0.99461,0.99499,0.91377,0.43911,0.36289,0.82948,4.96578e-05,4.96578e-05,4.96578e-05
80,2437.04,0.5058,0.29422,0.85004,0.99896,0.9946,0.995,0.91281,0.439,0.35586,0.82917,3.19739e-05,3.19739e-05,3.19739e-05
